area,bbox,category_id,id,image_id
0.003,"[0.5320893595041323, 0.8849357127534323, 0.08558430317019627, 0.035699876027697974]",2,1619,746
0.024,"[0.6081709798177083, 0.47994612572898326, 0.26788869222005207, 0.09105860750440137]",1,1620,747
0.013,"[0.1496767741187384, 0.7991349669708603, 0.331480461502783, 0.03998293821839083]",1,1621,748
0.009,"[0.1413328492796266, 0.8376063204359734, 0.2873472875478317, 0.030958153735632266]",1,1622,748
0.019,"[0.09175936381022136, 0.18146823230802703, 0.27563898722330726, 0.0683813935116783]",1,1623,749
0.029,"[0.05943988800048828, 0.282777815902789, 0.34754762013753254, 0.08377838134765625]",1,1624,749
0.012,"[0.09295565010760244, 0.12311709169002419, 0.2841789574942622, 0.04371584699453551]",1,1625,749
0.011,"[0.0914439582824707, 0.08209720670868079, 0.2055804506937663, 0.052901608956292506]",1,1626,749
0.01,"[0.5166120027240954, 0.20632279787027058, 0.43599660773026316, 0.02382510831986351]",1,1627,749
0.026,"[0.4793836805555556, 0.5981011829983249, 0.3217881944444444, 0.08184804229480735]",1,1630,751
0.009,"[0.16885777970634278, 0.8076059626436781, 0.3174377328168483, 0.02989179238505746]",1,1631,752
0.011,"[0.17277365491651206, 0.8358028017241379, 0.29546666189558213, 0.03699528485879133]",1,1632,752
0.007,"[0.22859659000318877, 0.8735501519564924, 0.2545898663975533, 0.02881236460017067]",1,1633,752
0.014,"[0.3261454218397291, 0.789700223841579, 0.2607620273702032, 0.05222040481422785]",1,1634,753
0.006,"[0.3241614348194131, 0.8381774475524476, 0.14949121755079003, 0.03776155485139854]",1,1635,753
0.025,"[0.3065259946388262, 0.8651797421328671, 0.255347947234763, 0.09626311188811199]",1,1636,753
0.005,"[0.5302235913581189, 0.8923258532546932, 0.09246453816150924, 0.049180327868852514]",2,1638,755
0.001,"[0.38825784478305786, 0.904413878537077, 0.047725255036157044, 0.0299760567578623]",2,1639,755
0.014,"[0.5030458425110133, 0.47691582914572866, 0.14213931718061668, 0.09814698492462309]",1,1640,756
0.014,"[0.8030413372036438, 0.9018567639257294, 0.17078988124677985, 0.08181599299300335]",1,1643,758
0.022,"[0.4464537556966146, 0.5282521035801501, 0.24642262776692703, 0.08934484382445207]",1,1644,759
0.022,"[0.5007172139485677, 0.2930155779864337, 0.3326228841145833, 0.0663683710871516]",1,1645,760
0.028,"[0.5177690823327615, 0.5010965798835705, 0.23836835334476847, 0.1172178201811126]",1,1646,761
0.003,"[0.39577510613055267, 0.9092896174863389, 0.06302253155668908, 0.052459016393442526]",2,1647,762
0.003,"[0.5475687830901343, 0.9196774225734355, 0.08349649728822306, 0.03466983955938696]",2,1648,762
0.018,"[0.1673775247351119, 0.7806439918860772, 0.3953192888211199, 0.045949214026602125]",1,1649,763
0.009,"[0.17545553494182578, 0.8387635407624421, 0.3124528761979788, 0.03006331832320608]",1,1650,763
0.007,"[0.2275033736854863, 0.8656256781684027, 0.21666555472945254, 0.033509205005787024]",1,1651,763
0.006,"[0.15005867073127815, 0.8064460967506111, 0.22461052971917228, 0.026865442371901138]",1,1652,764
0.009,"[0.14841638513513514, 0.8372086679469274, 0.32978141715934683, 0.025792553438154675]",1,1653,764
0.01,"[0.20538429054054055, 0.8638396023372032, 0.30005399686796175, 0.03302854399441335]",1,1654,764
0.011,"[0.5353053802339901, 0.6483352290868455, 0.26454581024220036, 0.04228029214559381]",3,1655,765
0.008,"[0.1622873691502463, 0.6431655591475096, 0.16041923234811165, 0.047849068087484015]",3,1656,765
0.001,"[0.1942140676313629, 0.7299586426404853, 0.10274752411740556, 0.014180735153256796]",4,1657,765
0.005,"[0.5393944350369458, 0.7253689236111112, 0.09934799620279144, 0.049626337005108545]",4,1658,765
0.002,"[0.20421220751231528, 0.8572921655491699, 0.10835995227832512, 0.01687470067049812]",4,1659,765
0.01,"[0.15030082614942528, 0.7911091654693486, 0.22171496561986867, 0.04557291666666674]",3,1660,765
0.033,"[0.4887888904185022, 0.5732372801507538, 0.308068901431718, 0.10645676298157447]",1,1661,766
0.018,"[0.861484356434173, 0.6154330444335937, 0.11031665874524721, 0.1600390625]",1,1667,770
0.032,"[0.45564217403017243, 0.6143739530988275, 0.299872036637931, 0.10561924204355111]",1,1674,772
0.011,"[0.48502120971679685, 0.4771607531071315, 0.15996673583984378, 0.06667823258318778]",1,1675,773
0.022,"[0.42536712646484376, 0.655461533264544, 0.2853804524739584, 0.07815171727594339]",1,1676,774
0.002,"[0.19828569771039603, 0.8935359794061303, 0.05970567759900994, 0.036424658764367845]",2,1677,775
0.004,"[0.6049772457714522, 0.8827601173371648, 0.07988152330858078, 0.049626337005108545]",2,1678,775
0.002,"[0.13621113087871287, 0.37363181473499363, 0.11203073432343236, 0.021894705858876096]",3,1679,775
0.005,"[0.6669551232466997, 0.30482968151340994, 0.2221196240717821, 0.022568197238186483]",3,1680,775
0.003,"[0.7656507838283828, 0.35935130308109836, 0.12741239944306937, 0.022549489144316703]",3,1681,775
0.004,"[0.19399107879537955, 0.4855935205140485, 0.2216281198432343, 0.018870230683269484]",3,1682,775
0.008,"[0.14840696914759138, 0.8059921668320106, 0.30971181636377226, 0.02647550068204363]",1,1683,776
0.011,"[0.16479375373803828, 0.8288533528645833, 0.2711724824312201, 0.039547051323784776]",1,1684,776
0.008,"[0.13652816914726632, 0.7942028985507247, 0.25003677755715437, 0.032493751022166895]",1,1685,777
0.007,"[0.15681983181164025, 0.830245519567419, 0.24361109391353916, 0.027021733036747708]",1,1686,777
0.021,"[0.8683563258889853, 0.6116357329222012, 0.09821186578490892, 0.21014439041745725]",1,1687,778
0.017,"[0.5374159749348958, 0.49920960635969264, 0.22160044352213548, 0.07460380660836247]",1,1688,779
0.012,"[0.13720251040825207, 0.7956349206349206, 0.34219167495184255, 0.034645137080439814]",1,1689,780
0.014,"[0.16909330085133822, 0.8253665500217013, 0.2927819210946845, 0.047104107892071756]",1,1690,780
0.013,"[0.22790819377990432, 0.8593098958333333, 0.3322898463199013, 0.04009218569155093]",1,1691,780
0.013,"[0.15515085761754985, 0.7930679321289062, 0.338942660471504, 0.03857798960017067]",1,1692,781
0.01,"[0.16921527133580705, 0.8329255553497665, 0.31170767534641697, 0.03133225715023347]",1,1693,781
0.016,"[0.14581392923990885, 0.7793109296672865, 0.3489654286702474, 0.045066685448334365]",1,1694,782
0.012,"[0.17592597178456892, 0.8216161657262732, 0.36037508798385287, 0.0334573251229745]",1,1695,782
0.008,"[0.2163359066182503, 0.8586437084056713, 0.301368076078647, 0.02561442057291663]",1,1696,782
0.01,"[0.17765398743875085, 0.7965682958827119, 0.32453063789392356, 0.0309722359821607]",1,1697,783
0.008,"[0.181713195508747, 0.826026294849537, 0.2437993099814967, 0.033135647243923594]",1,1698,783
0.005,"[0.23313458456377092, 0.8711159035011574, 0.22169341310930027, 0.021451822916666696]",1,1699,783
0.026,"[0.49560160319010416, 0.5712960873010023, 0.2616792805989584, 0.10003228337509829]",1,1700,784
0.026,"[0.15348631712767455, 0.7467848282286574, 0.28809358064118806, 0.09099122798642634]",1,1701,785
0.008,"[0.15072026983037726, 0.8379488470834061, 0.2669153711817286, 0.030075243731450763]",1,1702,785
0.013,"[0.15297015765765765, 0.7968677542063111, 0.3160074869791667, 0.04193584079848989]",1,1703,786
0.007,"[0.14389076576576576, 0.8387526187150838, 0.21501508833051802, 0.03338316166201116]",1,1704,786
0.011,"[0.20178305136190877, 0.8625065467877095, 0.2976398089984516, 0.0362692039106145]",1,1705,786
0.008,"[0.1432494995410376, 0.7946614534190696, 0.2501185556284736, 0.031170133384913368]",1,1706,787
0.01,"[0.1433009097450658, 0.819948097511574, 0.260454679790296, 0.04023753978587963]",1,1707,787
0.009,"[0.18889504756653708, 0.8612591778790509, 0.24797357440565193, 0.03687145091869215]",1,1708,787
0.003,"[0.7313278523963465, 0.8940902736302967, 0.06306710194044829, 0.05391527599486512]",2,1709,788
0.004,"[0.7979293347188013, 0.8894786615481322, 0.07016146554931235, 0.059369278441291584]",2,1710,788
0.016,"[0.14532062830959128, 0.7707007514105902, 0.3028415871121718, 0.052830787941261614]",1,1711,789
0.014,"[0.14703289022878133, 0.8103370949074075, 0.3008278639618138, 0.046588134765624956]",1,1712,789
0.028,"[0.5411302693684896, 0.6334644592914385, 0.297303975423177, 0.09570627114207475]",1,1713,790
0.038,"[0.43047632853190104, 0.5623003690483317, 0.3585396321614583, 0.10544045400802204]",1,1714,791
0.018,"[0.11520407358805339, 0.7750356470449243, 0.27075707753499345, 0.06702100049268023]",1,1715,792
0.009,"[0.6872779846191406, 0.7836344558146316, 0.17060084025065103, 0.05210564219353275]",1,1716,792
0.013,"[0.3434827423095703, 0.8040717999959729, 0.27324780782063807, 0.04850611735865018]",1,1718,794
0.005,"[0.3396322455287965, 0.8446494695631784, 0.13518757465457126, 0.040339093555435857]",1,1719,794
0.019,"[0.32319371247094525, 0.8806090762941012, 0.27497281161221593, 0.06971048912935018]",1,1720,794
0.027,"[0.5071527099609375, 0.28060788999215774, 0.3075254313151041, 0.08890069091486658]",1,1722,796
0.017,"[0.08047373453776041, 0.8813174532860825, 0.3243021647135417, 0.053032943882893036]",1,1726,798
0.004,"[0.6162311144111571, 0.09004887645424249, 0.09967172165547511, 0.043454030159941745]",4,1727,798
0.016,"[0.10974958435563016, 0.6760426956118295, 0.2311015988184401, 0.06878669904414114]",1,1728,798
0.011,"[0.10274491743607954, 0.77561465442409, 0.24641824517368283, 0.04392138172992499]",1,1729,798
0.012,"[0.15983308414286246, 0.7958767361111111, 0.30033062409102773, 0.04137008101851858]",1,1730,799
0.006,"[0.15654213843880518, 0.8389009828920717, 0.29068466587112174, 0.021091376410590335]",1,1731,799
0.013,"[0.16301463270528788, 0.7830268012152778, 0.2861374738961814, 0.047073025173611116]",1,1732,800
0.011,"[0.14187308882756564, 0.8219882541232639, 0.3069033383754102, 0.03589048032407405]",1,1733,800
0.057,"[0.4657025655110677, 0.7247324798066738, 0.3924747212727865, 0.14466032304229137]",1,1736,802
0.012,"[0.14358651479085285, 0.7451938363008721, 0.23464310963948568, 0.04995703882025193]",1,1737,803
0.024,"[0.1203304672241211, 0.8574999432231105, 0.3306570307413737, 0.07312358688630483]",1,1738,803
0.009,"[0.1320811080932617, 0.7964572955779635, 0.19384947458902999, 0.04674047031451867]",1,1739,803
0.001,"[0.38845584085778784, 0.3669211647727273, 0.03640836625282162, 0.02428089488636359]",3,1740,803
0.026,"[0.5283300272623698, 0.5497000940461505, 0.2950989786783854, 0.08694626275160566]",1,1742,805
0.013,"[0.13652816914726632, 0.7824529429756694, 0.35293984151899693, 0.03590574402740032]",1,1743,806
0.016,"[0.16545661525011024, 0.8175357247320351, 0.3437381886001173, 0.04637681159420293]",1,1744,806
0.017,"[0.15091817267762553, 0.8070519390505485, 0.3669592534251068, 0.04626463369470868]",1,1745,807
0.007,"[0.1509011339802676, 0.8464099927033012, 0.2875806116080716, 0.02541312741388635]",1,1746,807
0.01,"[0.19438711650063548, 0.8696478949652777, 0.25629888653184807, 0.03983233416521992]",1,1747,807
0.015,"[0.1414445161837035, 0.7908101571946795, 0.37452539672537244, 0.0389069807599387]",1,1748,808
0.012,"[0.17211557174354863, 0.826050708912037, 0.3175506955968452, 0.03709965458622688]",1,1749,808
0.013,"[0.22722937099119928, 0.8575462058738426, 0.3138799189383204, 0.04179732711226858]",1,1750,808
0.008,"[0.1285519838902148, 0.7904947916666667, 0.20012306085918855, 0.039347104673032374]",1,1751,809
0.009,"[0.1295868138424821, 0.8298708315248843, 0.313749254176611, 0.028042941623263817]",1,1752,809
0.074,"[0.6230808423913043, 0.5890117328519856, 0.28066689311594206, 0.2652160424187725]",1,1753,810
0.011,"[0.16027304122790792, 0.801278543695197, 0.2892841764567512, 0.036603881100816804]",1,1754,811
0.012,"[0.16070924663366767, 0.8397432524582435, 0.3239119322711329, 0.03723653157552087]",1,1755,811
0.03,"[0.5695014953613281, 0.47932946547022404, 0.2788554890950521, 0.10604117531446544]",1,1756,812
0.007,"[0.1735308438969544, 0.796157384801794, 0.23039507120399627, 0.028628540039062456]",1,1757,813
0.006,"[0.2420798123738412, 0.8669392903645833, 0.2315340909090909, 0.02601227936921302]",1,1758,813
0.012,"[0.17411796898362739, 0.8261649802879051, 0.30611759167538877, 0.03884785970052085]",1,1759,813
0.026,"[0.5305013020833333, 0.6797579374388055, 0.32970804850260416, 0.07786779179585501]",1,1761,815
0.027,"[0.13403194682675815, 0.5626718143596378, 0.2760371998284734, 0.09939460705045278]",1,1762,816
0.041,"[0.033486887613932294, 0.8333689831149194, 0.45069458007812496, 0.09049237651209674]",1,1763,817
0.011,"[0.17468679339256674, 0.7909805273280244, 0.30645852352880865, 0.03667957348908013]",1,1764,818
0.006,"[0.17962376352702603, 0.8313568115234375, 0.2190208617579994, 0.0270538330078125]",1,1765,818
0.011,"[0.15903055336125926, 0.7846118444683908, 0.2671058102751044, 0.04049559845321482]",1,1766,819
0.009,"[0.15127603109780843, 0.8306412970882723, 0.3426339285714286, 0.02757008870442712]",1,1767,819
0.006,"[0.2093527940739506, 0.8573919712812051, 0.2004097282112419, 0.028520518335802714]",1,1768,819
0.038,"[0.05196165720621745, 0.6583082273743253, 0.3712104415893555, 0.10216675628373817]",1,1769,820
0.017,"[0.8152950218798487, 0.6541489664713541, 0.11222172893231186, 0.14923502604166672]",1,1770,821
0.031,"[0.044109700520833336, 0.6684802340478012, 0.4505481974283854, 0.06830856480549297]",1,1771,822
0.017,"[0.050316197418969526, 0.8226383837703544, 0.23379428327576185, 0.07281197929138739]",1,1772,822
0.005,"[0.16207440694173178, 0.6913886088709678, 0.1397939046223958, 0.035697454637096726]",1,1773,823
0.023,"[0.0992689400665031, 0.8257525018957536, 0.29934061854338845, 0.07753896895953061]",1,1774,823
0.019,"[0.09788994907347624, 0.7491292941311463, 0.33537678363894624, 0.05708642328683744]",1,1775,823
0.002,"[0.09628618729016013, 0.34616934628931195, 0.0825493930785124, 0.021855808613705285]",3,1776,823
0.002,"[0.39011684449251033, 0.48137811926285123, 0.08477087099690084, 0.021537615117137587]",3,1777,823
0.011,"[0.1673379319948911, 0.7920163755063657, 0.27112231561847405, 0.04169797544126164]",1,1778,824
0.009,"[0.179442048357324, 0.8253641764322917, 0.2632103967780429, 0.034276100441261614]",1,1779,824
0.036,"[0.43739831887201736, 0.8461578726968174, 0.35357070227765725, 0.10062683207705192]",1,1780,825
0.006,"[0.17342822772323374, 0.7861455200841186, 0.21102594275934716, 0.030711711903728567]",1,1781,826
0.008,"[0.22816051136363635, 0.8520713523582176, 0.29911782296650724, 0.02638640227141198]",1,1782,826
0.013,"[0.1726350921192808, 0.8149764449508102, 0.3520485179846367, 0.03552754720052076]",1,1783,826
0.021,"[0.5441618347167969, 0.8802663140757588, 0.34257268269856767, 0.06208088130303524]",1,1784,827
0.007,"[0.13791058514569257, 0.7916866707402235, 0.24847274642806869, 0.030020687167204962]",1,1785,828
0.006,"[0.14065084371480857, 0.8289415583264228, 0.2437406522733671, 0.025625218226256963]",1,1786,828
0.008,"[0.673541259765625, 0.7786699403007076, 0.13132425944010417, 0.05889132517688678]",1,1787,829
0.029,"[0.40183034261067707, 0.6092857181559033, 0.32495218912760415, 0.0877446904194884]",1,1788,830
0.019,"[0.8802309782608696, 0.5823452572347267, 0.10925045289855073, 0.17750200964630225]",1,1789,831
0.009,"[0.17078813628281792, 0.8065561389769526, 0.3260705974099901, 0.028121825385592825]",1,1790,832
0.009,"[0.18725571335787977, 0.8395435474537037, 0.2826754191275419, 0.03269834165219898]",1,1791,832
0.01,"[0.22439137143951854, 0.8698923746744792, 0.2596648001784913, 0.039516081633391154]",1,1792,832
0.008,"[0.15641260748641117, 0.8065624444127929, 0.27702691267534674, 0.029169443173815757]",1,1793,833
0.012,"[0.15740519507696543, 0.8371744265501526, 0.354690070497304, 0.03511441987136321]",1,1794,833
0.002,"[0.2775024689616253, 0.5056293936731108, 0.0997107787810384, 0.018250906195079075]",3,1795,834
0.002,"[0.2692094032167043, 0.6039927504393673, 0.09899213459367945, 0.017969436511423575]",3,1796,834
0.024,"[0.12393465909090909, 0.48315208602846055, 0.26760827615780447, 0.09151641332470889]",1,1797,835
0.011,"[0.1063816566208911, 0.7996031746031745, 0.30908771264340484, 0.03615585407882782]",1,1798,836
0.018,"[0.14026054126794257, 0.8233242458767361, 0.3725641424005682, 0.047557350441261526]",1,1799,836
0.008,"[0.1972313839853095, 0.8661096643518519, 0.256656847502056, 0.031307870370370305]",1,1800,836
0.039,"[0.5048268860132159, 0.3554294912060301, 0.3032936398678414, 0.12838279941373537]",1,1801,837
0.009,"[0.5147920735677083, 0.6060366018603082, 0.16510162353515634, 0.057405619639453564]",1,1802,838
0.025,"[0.4641584269205729, 0.49567146737511913, 0.283843485514323, 0.08849407423860389]",1,1803,839
0.013,"[0.1404895281734785, 0.792730712890625, 0.27833138331593077, 0.04664284035011568]",1,1804,840
0.007,"[0.19680451094961962, 0.8694523564091435, 0.22237831425268498, 0.032460304542824]",1,1805,840
0.006,"[0.16205803765612384, 0.8035714285714285, 0.213386730492052, 0.02917838929191474]",1,1809,842
0.013,"[0.17936093271063847, 0.824768970630787, 0.2983007841703424, 0.04297451443142364]",1,1810,842
0.077,"[0.5758280030355594, 0.6710594989561587, 0.29191511274934956, 0.2631540318371607]",1,1811,843
0.007,"[0.16703832157686985, 0.8068092784662355, 0.23018314372626977, 0.02852453472970562]",1,1812,844
0.007,"[0.17177212348895524, 0.843420445233926, 0.24152602158583605, 0.030809512083557866]",1,1813,844
0.03,"[0.061294873555501304, 0.8453414996053271, 0.33205310821533207, 0.09061491180578041]",1,1814,845
0.026,"[0.05543781280517578, 0.7687511542918151, 0.3843569564819336, 0.06699557131436207]",1,1815,845
0.005,"[0.260074462890625, 0.2952631224004716, 0.14553212483723954, 0.03652280105828004]",1,1816,845
0.012,"[0.1819659678141276, 0.6905334156411918, 0.19867324829101562, 0.060613444432075725]",1,1817,845
0.002,"[0.6592744779909706, 0.11756784539473684, 0.06627839305869077, 0.036006030701754385]",2,1818,845
0.021,"[0.296015625, 0.5862188546901173, 0.23178819444444443, 0.08852858040201006]",1,1819,846
0.026,"[0.5756597222222222, 0.5957980004187605, 0.2744791666666667, 0.0932788944723617]",1,1820,846
0.01,"[0.15250486979215916, 0.808695652173913, 0.3906046407117284, 0.02687422158061603]",1,1822,848
0.01,"[0.18730623528147428, 0.8388014051649305, 0.3206881290417539, 0.031283682364004695]",1,1823,848
0.009,"[0.23290957218151914, 0.8680517126012731, 0.24713317287025272, 0.034703233506944486]",1,1824,848
0.034,"[0.4900835164388021, 0.5642622269924332, 0.329208984375, 0.10471325760367522]",1,1827,850
0.02,"[0.6182005818684896, 0.4702817947469293, 0.2282562255859375, 0.08645817557758184]",1,1828,851
0.002,"[0.6125672730092082, 0.9430480692511071, 0.05158132526859882, 0.045660709253076415]",2,1829,852
0.002,"[0.6750715271500517, 0.9468930221304278, 0.05373484713972099, 0.038443729795258674]",2,1830,852
0.015,"[0.5118219502766927, 0.6594567175356217, 0.15987559000651042, 0.0949381299587112]",1,1831,853
0.022,"[0.5282730611165365, 0.666159022717797, 0.23953816731770827, 0.09160236906369124]",1,1832,854
0.014,"[0.1241824467976888, 0.76857741837649, 0.2677439244588216, 0.05359044025853743]",1,1833,855
0.014,"[0.10647099812825521, 0.8822100137926868, 0.29138092041015623, 0.046498564100757145]",1,1834,855
0.013,"[0.10316148122151693, 0.8272501365425661, 0.312874132792155, 0.042456558070231964]",1,1835,855
0.006,"[0.6037813313802083, 0.7706880077873308, 0.11937540690104176, 0.05176032941365982]",1,1836,855
0.014,"[0.1456508668001033, 0.09651147055595466, 0.2590812241735537, 0.05422330542085729]",4,1837,855
0.034,"[0.4309605488850772, 0.5708532098965071, 0.37233999785591765, 0.09252708602846049]",1,1838,856
0.016,"[0.09887569682675815, 0.6683528056274256, 0.2529749142367067, 0.0643343709573092]",1,1839,856
0.027,"[0.5083139038085938, 0.19331804571304728, 0.3119504801432291, 0.08520911721622243]",1,1842,858
0.039,"[0.1703006362915039, 0.26749154973157585, 0.4007196680704752, 0.09838308242553062]",1,1843,858
0.038,"[0.4692104085286458, 0.7886573647553066, 0.41718688964843753, 0.0921776729559749]",1,1845,860
0.017,"[0.31646687915742794, 0.4353407663316583, 0.25966601995565414, 0.06547058207705192]",1,1846,861
0.021,"[0.6021341463414634, 0.44232883165829145, 0.309572477827051, 0.06872251884422115]",1,1847,861
0.012,"[0.15534131908189142, 0.8011442961516204, 0.32932312448724643, 0.035417683919270804]",1,1848,862
0.006,"[0.1422945081760889, 0.8364588984736689, 0.26971435546875, 0.02273853443287044]",1,1849,862
0.018,"[0.4374195969125214, 0.7156118612548512, 0.2413700686106347, 0.07589141332470895]",1,1850,863
0.006,"[0.8799908295711061, 0.9084042321116929, 0.08312023843115124, 0.07387107329842935]",2,1851,864
0.006,"[0.1572772643905192, 0.12610779341186737, 0.15821635158013542, 0.03622995746073299]",4,1852,864
0.018,"[0.15522415161132813, 0.8082971017696879, 0.3409698486328125, 0.052240882468871264]",1,1853,865
0.01,"[0.2297781620299417, 0.8678634078414352, 0.33006958299846734, 0.030761266637731488]",1,1854,865
0.011,"[0.1603736948052468, 0.7848160766004068, 0.3246285966749881, 0.033057209504343654]",1,1855,866
0.01,"[0.1737384406887755, 0.8167486958120062, 0.3300212796411178, 0.029540226377289813]",1,1856,866
0.008,"[0.21290138258783628, 0.853778093710713, 0.29107915138711726, 0.025766482298401616]",1,1857,866
0.027,"[0.7275009486123157, 0.6545794025157232, 0.21125596270598435, 0.12979887316561856]",1,1858,867
0.042,"[0.39076619466145834, 0.5938336132018547, 0.33822509765625, 0.12410208849402948]",1,1859,868
0.016,"[0.13344958175622762, 0.8029779504846644, 0.3669917213603819, 0.04438894766348378]",1,1860,869
0.009,"[0.12646986931775805, 0.8435740152994792, 0.24298001018515064, 0.035713252314814814]",1,1861,869
0.01,"[0.14048501244592781, 0.7930577030888311, 0.31652358608200326, 0.03129442003038185]",1,1862,870
0.012,"[0.13610548506488662, 0.8222477665653936, 0.324526766319548, 0.03663330078124993]",1,1863,870
0.006,"[0.19187530299075178, 0.8619024206090856, 0.286650518813395, 0.020972018771701406]",1,1864,870
0.002,"[0.11040226439051919, 0.849547480193662, 0.05556927200902935, 0.03043161311619713]",2,1865,871
0.003,"[0.12827137415349887, 0.8766952299735915, 0.06581105389390518, 0.0521085497359155]",2,1866,871
0.011,"[0.1583695010261979, 0.8004836759371221, 0.3040456886650002, 0.03705019845159152]",1,1867,872
0.01,"[0.18369673772188247, 0.8355606644241899, 0.25377165218526254, 0.039346426504629606]",1,1868,872
0.005,"[0.857024641226459, 0.1929420432653994, 0.11051099433875955, 0.0410783055198973]",4,1869,873
0.028,"[0.04765182160452363, 0.8369264951370932, 0.2883199854079712, 0.09649358139148279]",1,1870,873
0.013,"[0.10437097612595717, 0.6692569430539456, 0.21687129949102338, 0.05908430692111033]",1,1871,873
0.006,"[0.5984592058800704, 0.08207365501277139, 0.16214251991928808, 0.03912719882463282]",4,1872,873
0.012,"[0.10403159438379553, 0.7733130911757663, 0.26319743781689775, 0.0455495315493295]",1,1873,873
0.008,"[0.1583695010261979, 0.8101571946795646, 0.33366398689489024, 0.0249676422648063]",1,1874,874
0.01,"[0.2004245220903565, 0.8339168972439236, 0.29200850238663484, 0.03361059118200238]",1,1875,874
0.006,"[0.1712879754174397, 0.8045603434244791, 0.26587140538033394, 0.024168957238909883]",1,1876,875
0.012,"[0.17229533858998144, 0.8271054673468929, 0.32373080846330005, 0.03632731821345192]",1,1877,875
0.009,"[0.12283466166138893, 0.8015564202334631, 0.273294307668007, 0.033674767375043824]",1,1882,878
0.009,"[0.14183562794370513, 0.830227209020544, 0.3090132571863786, 0.02808962221498834]",1,1883,878
0.01,"[0.1404437882234487, 0.7856641981336806, 0.31249686812444066, 0.03252427842881944]",1,1884,879
0.01,"[0.14370545453274164, 0.8182239673755787, 0.29364122923348, 0.03382523148148153]",1,1885,879
0.008,"[0.1847883784401104, 0.8523157190393519, 0.26354827516687795, 0.029744692201967515]",1,1886,879
0.004,"[0.637772920115894, 0.8732252254948915, 0.08065533164321192, 0.045042854007024236]",2,1887,880
0.006,"[0.7659224958609272, 0.8677375179597702, 0.09984704832367541, 0.06479860113346103]",2,1888,880
0.007,"[0.16265789022878133, 0.800103759765625, 0.22199433174224345, 0.02989479347511581]",1,1889,881
0.006,"[0.15701446897374702, 0.8352455421730324, 0.26938834907331444, 0.022094387478298616]",1,1890,881
0.009,"[0.20670808414286246, 0.8550564236111111, 0.29749343617150215, 0.03062551992910878]",1,1891,881
0.002,"[0.12610221501128668, 0.9056890323992994, 0.057601756489841976, 0.033292058887915976]",2,1892,882
0.003,"[0.11619550648984199, 0.9390597635726795, 0.06376975169300227, 0.0474599113397548]",2,1893,882
0.002,"[0.2394319624717833, 0.15283972745183888, 0.0922201255643341, 0.022989410026269697]",3,1894,882
0.002,"[0.8052738783860045, 0.17254542469352013, 0.08937641083521441, 0.01907631895796849]",3,1895,882
0.037,"[0.5214262898763021, 0.6445963780085245, 0.3786174519856771, 0.09833180904388428]",1,1896,883
0.033,"[0.4985516866048177, 0.23726535508357197, 0.355697987874349, 0.09147431271009712]",1,1897,884
0.038,"[0.4857990010579427, 0.4222415211543043, 0.33558359781901037, 0.11302369249821315]",1,1898,885
0.009,"[0.40152809143066404, 0.18013475507762866, 0.17288668314615885, 0.050645995473316385]",1,1899,886
0.017,"[0.18880880991617838, 0.2823872935817384, 0.26553277333577474, 0.06410587606466406]",1,1900,886
0.014,"[0.44803280445969124, 0.7043024336998707, 0.21641831046312182, 0.0657846862871927]",1,1907,890
0.017,"[0.14127765655517577, 0.7992847437692028, 0.3398683802286784, 0.04872626814157499]",1,1908,891
0.009,"[0.15768293900923294, 0.8376374421296297, 0.23749005623411337, 0.03745185004340279]",1,1909,891
0.009,"[0.21295297431033194, 0.864125230577257, 0.27926577335339414, 0.030948554144965224]",1,1910,891
0.018,"[0.5493319702148437, 0.5670591788188929, 0.25922159830729175, 0.06892396958386282]",1,1913,893
0.018,"[0.15500611623128255, 0.7965143951376537, 0.31493244171142576, 0.05573180915467335]",1,1918,897
0.013,"[0.16409160285596028, 0.6264031070402298, 0.24477118687913904, 0.0520272090517242]",3,1919,898
0.012,"[0.5504805204884106, 0.6368734035759898, 0.2793874172185431, 0.044350654533844236]",3,1920,898
0.015,"[0.16053458712748345, 0.7604341275542784, 0.27398722061258274, 0.053399135935504494]",3,1921,898
0.043,"[0.5483989969889322, 0.7306470187205188, 0.36347315470377606, 0.11806932365369494]",1,1922,899
0.019,"[0.06379098256429036, 0.6417912705139543, 0.178490358988444, 0.10889362839033023]",1,1923,899
0.062,"[0.5744097900390625, 0.2566196465642197, 0.37936075846354167, 0.16454143404210891]",1,1924,899
0.029,"[0.4811365763346354, 0.5816244306653698, 0.2974924723307291, 0.09669186184843537]",1,1925,900
0.009,"[0.16532113777684368, 0.8126927518296516, 0.31016152687992815, 0.029274425287356243]",1,1926,901
0.007,"[0.1689737351794411, 0.8520956806752874, 0.3090575718923933, 0.024002513666262493]",1,1927,901
0.011,"[0.15235469759030243, 0.7898331695900639, 0.3191177400195486, 0.03382132464176979]",1,1928,902
0.006,"[0.1649554178912559, 0.8235996166481104, 0.21297463465154465, 0.029881554448470182]",1,1929,902
0.01,"[0.21331546181126645, 0.8500978823061343, 0.23303565796482503, 0.040941365559895804]",1,1930,902
0.037,"[0.821218320433718, 0.5660597737630209, 0.1424021694991272, 0.2631746419270833]",1,1931,903
0.023,"[0.06932743072509766, 0.8165322529900935, 0.29211828867594397, 0.07758984123308632]",1,1932,904
0.028,"[0.09543993631998698, 0.6578966514351442, 0.3333802541097005, 0.08536250320906491]",1,1933,904
